Project #,Region_ID,State,County,Study Group,Transmission Owner,POI Name,Request Status,Queue Date,Queue Age Months,Project_MW,Fuel,Generating Facility,Service Type,Predicted_Withdrawal_36M,Risk_Index_0_9,Operational_Risk_Tier,Readiness_Score_0_9,Age_Score_0_9,Regional_Need_Score_0_9,Eligibility_Status,Priority_Score_0_9,Priority_Score_Need_Sensitivity_0_9,Regional_Rank,Risk_Reason_1,Risk_Reason_2,Risk_Reason_3,Joint_Study_Screen
J3905,IL,IL,TAZEWELL,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2025-03-12 04:00:00+00:00,17.971252566735114,175.0,WIND,WIND TURBINE,NRIS,0.35067362353862747,2,Lower risk,7,2.695687885010267,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.70870636550308,4.673921971252566,132,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
S1167,IL,IL,COLES,NO_GROUP,AMEREN ILLINOIS,GREENWAY 138 KV,ACTIVE,2026-07-02 04:00:00+00:00,2.299794661190965,99.0,,,SIS,0.3110158279546498,1,Lower risk,8,0.34496919917864477,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.703490759753593,4.5862422997946615,133,Longer requested lead time is associated with historical withdrawal risk,Study Group (NO_GROUP) is a historical context feature,,False
S1168,IL,IL,MARION,NO_GROUP,AMEREN ILLINOIS,FINKS 138 KV,ACTIVE,2026-07-02 04:00:00+00:00,2.299794661190965,99.0,,,SIS,0.3110158279546498,1,Lower risk,8,0.34496919917864477,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.703490759753593,4.5862422997946615,134,Longer requested lead time is associated with historical withdrawal risk,Study Group (NO_GROUP) is a historical context feature,,False
J3947,IL,IL,SHELBY,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,7FARADAY - 7PANA 345.0KV,ACTIVE,2025-03-25 04:00:00+00:00,17.544147843942504,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.3435283288638305,2,Lower risk,7,2.631622176591376,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.689486652977412,4.657905544147844,135,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J3946,IL,IL,TAZEWELL,CENTRAL,AMEREN ILLINOIS,TAZEWELL,ACTIVE,2025-03-31 04:00:00+00:00,17.347022587268995,300.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.3620743269371053,2,Lower risk,7,2.6020533880903494,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.680616016427104,4.650513347022588,136,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J2963,IL,IL,MASON,CENTRAL,,PURO,ACTIVE,2022-09-14 04:00:00+00:00,47.86858316221766,200.0,WIND,WIND TURBINE,NRIS,0.48405488504585764,4,Moderate risk,5,7.180287474332649,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.654086242299794,4.795071868583162,137,Larger requested MW is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J2998,IL,IL,ST. CLAIR,CENTRAL,AMEREN ILLINOIS,FAYETTEVILLE BEE HOLLOW ROAD 138KV SUBSTATION,ACTIVE,2022-09-14 04:00:00+00:00,47.86858316221766,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.5053334937445529,4,Moderate risk,5,7.180287474332649,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.654086242299794,4.795071868583162,138,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J2627,IL,IL,ADAMS,CENTRAL,,EAST QUINCY,PENDING REVISION APPROVAL,2022-09-15 04:00:00+00:00,47.83572895277207,150.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.504785352345483,4,Moderate risk,5,7.175359342915811,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.652607802874743,4.793839835728953,139,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J2938,IL,IL,KNOX,CENTRAL,AMEREN ILLINOIS,4MONM BLVD W - 4CASTRO_JCT 138.0KV,ACTIVE,2022-09-15 04:00:00+00:00,47.83572895277207,200.0,WIND,WIND TURBINE,NRIS,0.5011738768083261,4,Moderate risk,5,7.175359342915811,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.652607802874743,4.793839835728953,140,Larger requested MW is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J4002,IL,IL,EDGAR,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,7KANSAS - 08SUGCRK 345.0KV,ACTIVE,2025-04-30 04:00:00+00:00,16.361396303901437,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.3494683766762111,2,Lower risk,7,2.4542094455852155,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.6362628336755645,4.613552361396303,141,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J4010,IL,IL,DE WITT,CENTRAL,AMEREN ILLINOIS,CLINTON 345KV SUBSTATION,ACTIVE,2025-04-30 04:00:00+00:00,16.361396303901437,21.0,NUCLEAR,NUCLEAR,NRIS,0.3643889015940467,2,Lower risk,7,2.4542094455852155,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.6362628336755645,4.613552361396303,142,Study Group (CENTRAL) is a historical context feature,,,False
J3344,IL,IL,KNOX,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,7FARGO - 7SANDBURG 345.0KV,ACTIVE,2024-04-13 04:00:00+00:00,28.91170431211499,100.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.4188763322657757,3,Moderate risk,6,4.336755646817249,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.501026694045174,4.584188911704312,143,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3727,IL,IL,MADISON,CENTRAL,AMEREN ILLINOIS,MISSISSIPPI,ACTIVE,2024-04-16 04:00:00+00:00,28.813141683778234,225.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.42510622973693474,3,Moderate risk,6,4.321971252566735,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.49659137577002,4.580492813141683,144,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J3820,IL,IL,HANCOCK,CENTRAL,AMEREN ILLINOIS,LRTP LINE,ACTIVE,2024-04-16 04:00:00+00:00,28.813141683778234,127.0,WIND,WIND TURBINE,NRIS,0.4162290547336675,3,Moderate risk,6,4.321971252566735,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.49659137577002,4.580492813141683,145,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3830,IL,IL,,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2024-04-16 04:00:00+00:00,28.813141683778234,225.0,WIND,WIND TURBINE,NRIS,0.4123663258903408,3,Moderate risk,6,4.321971252566735,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.49659137577002,4.580492813141683,146,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
J3417,IL,IL,MACON,CENTRAL,AMEREN ILLINOIS,OREANA,ACTIVE,2024-04-17 04:00:00+00:00,28.78028747433265,300.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.41127590862554425,3,Moderate risk,6,4.317043121149897,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.4951129363449684,4.579260780287474,147,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J3493,IL,IL,MCDONOUGH,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,OTHER_,ACTIVE,2024-04-17 04:00:00+00:00,28.78028747433265,200.0,WIND,WIND TURBINE,NRIS,0.39474200952063887,3,Moderate risk,6,4.317043121149897,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.4951129363449684,4.579260780287474,148,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
J3497,IL,IL,PULASKI,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2024-04-17 04:00:00+00:00,28.78028747433265,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.40977994507853677,3,Moderate risk,6,4.317043121149897,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.4951129363449684,4.579260780287474,149,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J3602,IL,IL,MCLEAN,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2024-04-17 04:00:00+00:00,28.78028747433265,110.0,WIND,WIND TURBINE,NRIS,0.4282233465159713,3,Moderate risk,6,4.317043121149897,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.4951129363449684,4.579260780287474,150,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3341,IL,IL,VERMILION,CENTRAL,AMEREN ILLINOIS,J2192 POI,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,100.0,WIND,WIND TURBINE,NRIS,0.402155132916974,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,151,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3456,IL,IL,TAZEWELL,CENTRAL,AMEREN ILLINOIS,SAN JOSE RAIL SWITCHING STATION,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,100.0,WIND,WIND TURBINE,NRIS,0.4183736813799353,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,152,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3521,IL,IL,SHELBY,CENTRAL,AMEREN ILLINOIS,NEOGA,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,350.0,WIND,WIND TURBINE,NRIS,0.39119217837773196,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,153,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
J3565,IL,IL,CHAMPAIGN,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,RISING,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,100.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.42527522327857964,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,154,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3695,IL,IL,CLARK,CENTRAL,AMEREN ILLINOIS,7CASEY - 7SNYDER 345.0KV,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,150.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.4118948969868522,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,155,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J3712,IL,IL,PEORIA,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,7FARGO - 7SANDBURG 345.0KV,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,350.0,WIND,WIND TURBINE,NRIS,0.4205268138017978,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,156,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
J3729,IL,IL,FRANKLIN,CENTRAL,AMEREN ILLINOIS,BENTON NORTHWEST,PENDING REVISION APPROVAL,2024-04-18 04:00:00+00:00,28.747433264887064,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.45318712370317066,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,157,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J3753,IL,IL,IROQUOIS,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,OTHER_,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,195.55,WIND,WIND TURBINE,NRIS,0.3950659331838083,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,158,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
J3754,IL,IL,IROQUOIS,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,OTHER_,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,146.66,WIND,WIND TURBINE,NRIS,0.39698145230740206,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,159,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3755,IL,IL,IROQUOIS,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,OTHER_,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,146.66,WIND,WIND TURBINE,NRIS,0.39698145230740206,3,Moderate risk,6,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.493634496919917,4.578028747433265,160,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3517,IL,IL,WILLIAMSON,CENTRAL,AMEREN ILLINOIS,ORDILL,PENDING REVISION APPROVAL,2024-04-19 04:00:00+00:00,28.71457905544148,190.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.40502310556297205,3,Moderate risk,6,4.307186858316222,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.492156057494866,4.576796714579055,161,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J3316,IL,IL,WASHINGTON,CENTRAL,AMEREN ILLINOIS,OKAWVILLE 138 KV,ACTIVE,2024-05-06 04:00:00+00:00,28.15605749486653,150.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.42021553576346676,3,Moderate risk,6,4.22340862422998,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.4670225872689935,4.555852156057495,162,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,True
J4118,IL,IL,MCLEAN,CENTRAL,AMEREN ILLINOIS,RADBOURN 345KV (LRTP-41),ACTIVE,2025-09-24 04:00:00+00:00,11.53182751540041,250.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.3727403293548315,2,Lower risk,7,1.7297741273100615,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.418932238193018,4.4324435318275155,163,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J4137,IL,IL,PULASKI,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2025-09-29 04:00:00+00:00,11.367556468172484,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.3803589128591442,2,Lower risk,7,1.7051334702258727,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.411540041067761,4.426283367556469,164,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J2797,IL,IL,WHITE,CENTRAL,AMEREN ILLINOIS,NORRIS CITY NORTH,PENDING REVISION APPROVAL,2025-10-25 04:00:00+00:00,10.513347022587268,150.0,HYBRID,SOLAR/BATTERY,NRIS,0.3292395073964336,2,Lower risk,7,1.5770020533880902,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.373100616016426,4.394250513347023,165,Larger requested MW is associated with historical withdrawal risk,Study Group (CENTRAL) is a historical context feature,,True
J4204,IL,IL,MARION,CENTRAL,AMEREN ILLINOIS,SOUTH BELLEVILLE,ACTIVE,2025-12-03 19:39:47+00:00,9.232032854209445,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.3451735324823042,2,Lower risk,7,1.3848049281314168,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.315441478439425,4.346201232032854,166,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J2203,IL,IL,ADAMS,CENTRAL,AMEREN ILLINOIS,EAST QUINCY,ACTIVE,2022-03-25 04:00:00+00:00,53.5523613963039,150.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.5394983551153074,5,Moderate risk,4,8.032854209445585,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.209856262833675,4.508213552361396,167,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J2247,IL,IL,MARSHALL,CENTRAL,AMEREN ILLINOIS,WOODHALL,ACTIVE,2022-03-25 04:00:00+00:00,53.5523613963039,178.0,WIND,WIND TURBINE,NRIS,0.5252820966904718,5,Moderate risk,4,8.032854209445585,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.209856262833675,4.508213552361396,168,Larger requested MW is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J1882,IL,IL,TAZEWELL,CENTRAL,AMEREN ILLINOIS,SAN JOSE RAIL 138KV,PENDING TRANSFER,2022-03-28 04:00:00+00:00,53.45379876796714,45.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.5510027183692779,5,Moderate risk,4,8.018069815195071,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.2054209445585204,4.504517453798767,169,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,,True
J3853,IL,IL,IROQUOIS,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2024-12-26 05:00:00+00:00,20.468172484599588,300.0,WIND,WIND TURBINE,NRIS,0.39117571898418574,3,Moderate risk,6,3.0702258726899383,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,5.121067761806981,4.267556468172485,170,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,False
J3976,IL,IL,FAYETTE,CENTRAL,AMEREN ILLINOIS,7COFFEN N - 7RAMSEY 345.0KV,ACTIVE,2025-03-25 04:00:00+00:00,17.544147843942504,66.8,WIND,WIND TURBINE,NRIS,0.4466811629855637,3,Moderate risk,6,2.631622176591376,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.989486652977412,4.1579055441478445,171,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,False
J3990,IL,IL,MCLEAN,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2025-04-17 04:00:00+00:00,16.788501026694046,100.0,WIND,WIND TURBINE,NRIS,0.4288707404836286,3,Moderate risk,6,2.518275154004107,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.955482546201232,4.129568788501027,172,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J3991,IL,IL,MCLEAN,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2025-04-17 04:00:00+00:00,16.788501026694046,340.0,WIND,WIND TURBINE,NRIS,0.4205464634237218,3,Moderate risk,6,2.518275154004107,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.955482546201232,4.129568788501027,173,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,True
J2556,IL,IL,WHITESIDE,WEST,MIDAMERICAN ENERGY CO. MEC,SUB 39 - CORDOVA 345.0KV,ACTIVE,2022-09-14 04:00:00+00:00,47.86858316221766,300.0,SOLAR,PHOTOVOLTAIC,NRIS,0.5454873194783032,5,Moderate risk,4,7.180287474332649,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.954086242299795,4.295071868583162,174,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (SOLAR) reflects a historical association,True
J2587,IL,IL,EDGAR,CENTRAL,"DUKE ENERGY INDIANA, LLC CIN",SUGAR CREEK - CAYUGA CT 345.0KV,ACTIVE,2022-09-15 04:00:00+00:00,47.83572895277207,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.5358772465015214,5,Moderate risk,4,7.175359342915811,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.952607802874743,4.293839835728953,175,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J2738,IL,IL,ROCK ISLAND,WEST,MIDAMERICAN ENERGY CO. MEC,SUB 17,ACTIVE,2022-09-15 04:00:00+00:00,47.83572895277207,128.0,HYBRID,SOLAR/BATTERY,NRIS,0.5203051279089218,5,Moderate risk,4,7.175359342915811,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.952607802874743,4.293839835728953,176,Study Group (WEST) is a historical context feature,,,True
S1095,IL,IL,PERRY,,AMEREN TRANSMISSION COMPANY OF ILLINOIS,7ASTER - 7CMDR 345.0KV,PENDING TRANSFER,2025-04-22 04:00:00+00:00,16.62422997946612,200.0,BATTERY STORAGE,BATTERY STORAGE,SIS,0.4359818350323434,3,Moderate risk,6,2.493634496919918,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.948090349075975,4.123408624229979,177,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (nan) is a historical context feature,False
J4018,IL,IL,FORD,CENTRAL,AMEREN ILLINOIS,OTHER_,ACTIVE,2025-05-02 04:00:00+00:00,16.295687885010267,250.0,WIND,WIND TURBINE,NRIS,0.41448129253482185,3,Moderate risk,6,2.44435318275154,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.933305954825461,4.111088295687885,178,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (WIND) reflects a historical association,False
J3558,IL,IL,CHAMPAIGN,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,RISING,ACTIVE,2024-04-18 04:00:00+00:00,28.747433264887064,300.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.47647339291055824,4,Moderate risk,5,4.312114989733059,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.793634496919918,4.078028747433265,179,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
J4198,IL,IL,CHRISTIAN,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,PANA 138 KV,ACTIVE,2025-09-03 04:00:00+00:00,12.2217659137577,250.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.4163985612860871,3,Moderate risk,6,1.8332648870636552,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.749979466119096,3.958316221765914,180,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J4199,IL,IL,FULTON,CENTRAL,AMEREN ILLINOIS,CANTON SOUTH,ACTIVE,2025-09-29 04:00:00+00:00,11.367556468172484,200.0,BATTERY STORAGE,BATTERY STORAGE,NRIS,0.4557163959886095,3,Moderate risk,6,1.7051334702258727,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.711540041067761,3.926283367556468,181,Larger requested MW is associated with historical withdrawal risk,Longer requested lead time is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,False
J2659,IL,IL,SANGAMON,CENTRAL,AMEREN TRANSMISSION COMPANY OF ILLINOIS,TURNER,ACTIVE,2025-10-27 04:00:00+00:00,10.447638603696099,150.0,SOLAR,PHOTOVOLTAIC,NRIS,0.4558193533549669,3,Moderate risk,6,1.567145790554415,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.670143737166324,3.8917864476386037,182,Larger requested MW is associated with historical withdrawal risk,Fuel category (SOLAR) reflects a historical association,Study Group (CENTRAL) is a historical context feature,True
S1131,IL,IL,PERRY,,AMEREN ILLINOIS,7JORD - 7CMDR 345.0KV,ACTIVE,2025-11-11 05:00:00+00:00,9.95482546201232,200.0,BATTERY STORAGE,BATTERY STORAGE,SIS,0.43885095289502196,3,Moderate risk,6,1.4932238193018479,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.647967145790553,3.873305954825462,183,Larger requested MW is associated with historical withdrawal risk,Fuel category (BATTERY STORAGE) reflects a historical association,Study Group (nan) is a historical context feature,False
S1143,IL,IL,,NO_GROUP,AMEREN ILLINOIS,,ACTIVE,2026-01-20 22:17:08+00:00,7.655030800821355,135.0,,,SIS,0.4307987247092358,3,Moderate risk,6,1.1482546201232033,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.54447638603696,3.787063655030801,184,Study Group (NO_GROUP) is a historical context feature,,,True
J2311,IL,IL,PUTNAM,CENTRAL,AMEREN ILLINOIS,PUTNAM,ACTIVE,2024-10-18 04:00:00+00:00,22.73511293634497,145.0,WIND,WIND TURBINE,NRIS,0.4744683260819618,4,Moderate risk,5,3.4102669404517454,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.5230800821355235,3.8525667351129362,185,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,,True
J2312,IL,IL,PUTNAM,CENTRAL,AMEREN ILLINOIS,PUTNAM,ACTIVE,2024-10-18 04:00:00+00:00,22.73511293634497,47.9,WIND,WIND TURBINE,NRIS,0.48211081114807547,4,Moderate risk,5,3.4102669404517454,2.0,ASSUMED ELIGIBLE FOR DEMONSTRATION,4.5230800821355235,3.8525667351129362,186,Fuel category (WIND) reflects a historical association,Study Group (CENTRAL) is a historical context feature,,True
